customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,snapshot_date,churn_next_60d,split,order_count,total_spend,avg_order_value,ticket_count,order_count_bin,return_rate,return_rate_bin,ticket_count_bin,session_count,session_bin,campaigns_received
CUST01311,2024-10-03,Tier 2,18-24,Marketplace,,Hair Care,Sensitive,No,2025-09-30,0,train,7,4950.09,707.1557142857143,1.0,6-10,0.14285714285714285,11-25%,1,1,1-2,1
CUST01312,2024-02-22,Tier 2,35-44,Organic,Silver,Hair Care,Normal,Yes,2025-09-30,0,train,6,5456.15,909.3583333333332,0.0,6-10,0.0,0%,0,1,1-2,1
CUST01313,2024-03-09,Tier 1,45+,Organic,,Makeup,,No,2025-09-30,0,train,8,7816.55,977.06875,1.0,6-10,0.125,11-25%,1,1,1-2,1
CUST01314,2024-04-05,Tier 1,25-34,Instagram,,Skin Care,Dry,Yes,2025-09-30,0,train,6,4916.42,819.4033333333333,2.0,6-10,0.16666666666666666,11-25%,2,1,1-2,1
CUST01315,2024-06-04,Tier 2,25-34,Influencer,,Wellness,Dry,No,2025-09-30,1,validation,1,473.31,473.31,0.0,1,0.0,0%,0,1,1-2,1
CUST01316,2025-04-24,Tier 1,45+,Marketplace,,Makeup,Sensitive,Yes,2025-09-30,1,train,1,407.44,407.44,1.0,1,0.0,0%,1,1,1-2,1
CUST01317,2024-09-21,Tier 2,25-34,Influencer,Silver,Baby Care,Sensitive,Yes,2025-09-30,1,train,4,3389.0,847.25,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01318,2024-10-12,Tier 2,35-44,Google Search,Silver,Hair Care,Sensitive,Yes,2025-09-30,1,train,2,911.45,455.725,0.0,2,0.0,0%,0,1,1-2,1
CUST01319,2025-02-18,Tier 2,18-24,Organic,,Fragrance,Normal,Yes,2025-09-30,0,test,2,1224.1,612.05,0.0,2,0.0,0%,0,1,1-2,1
CUST01320,2024-06-05,Tier 2,45+,Referral,,Hair Care,Normal,Yes,2025-09-30,1,train,3,1828.6799999999998,609.56,1.0,3-5,0.3333333333333333,26-50%,1,1,1-2,1
CUST01321,2024-03-08,Tier 3,35-44,Instagram,,Hair Care,Combination,Yes,2025-09-30,0,train,8,4480.23,560.02875,3.0,6-10,0.25,11-25%,3-4,1,1-2,1
CUST01322,2024-08-29,Tier 3,25-34,Influencer,,Skin Care,Combination,No,2025-09-30,1,train,4,3476.6,869.15,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01323,2024-06-12,Tier 2,25-34,Organic,,Skin Care,,Yes,2025-09-30,1,train,3,1273.29,424.43,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01324,2024-06-04,Tier 1,45+,Instagram,,Wellness,Sensitive,Yes,2025-09-30,1,train,1,967.23,967.23,0.0,1,0.0,0%,0,1,1-2,1
CUST01325,2024-03-30,Tier 3,18-24,Google Search,,Baby Care,Oily,Yes,2025-09-30,0,test,8,8601.32,1075.165,2.0,6-10,0.0,0%,2,1,1-2,1
CUST01326,2025-02-04,Tier 2,35-44,Google Search,,Fragrance,Oily,No,2025-09-30,1,train,3,4393.63,1464.5433333333333,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01327,2024-09-23,Tier 2,18-24,Referral,,Skin Care,Sensitive,Yes,2025-09-30,0,train,6,6707.79,1117.965,0.0,6-10,0.16666666666666666,11-25%,0,1,1-2,1
CUST01328,2025-04-08,Tier 2,25-34,Google Search,Silver,Hair Care,Dry,No,2025-09-30,0,train,4,3436.0299999999997,859.0074999999999,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01329,2025-04-17,Tier 1,18-24,Instagram,Silver,Skin Care,Oily,No,2025-09-30,0,train,6,3260.46,543.41,1.0,6-10,0.16666666666666666,11-25%,1,1,1-2,1
CUST01330,2024-12-06,Tier 2,35-44,Marketplace,,Skin Care,,Yes,2025-09-30,0,train,6,5424.99,904.165,1.0,6-10,0.0,0%,1,1,1-2,1
CUST01331,2024-08-02,Tier 2,35-44,Google Search,,Hair Care,Oily,Yes,2025-09-30,0,train,7,6201.48,885.9257142857142,2.0,6-10,0.0,0%,2,1,1-2,1
CUST01332,2025-05-24,Tier 3,25-34,Organic,Gold,Hair Care,Sensitive,No,2025-09-30,0,train,6,5804.94,967.4899999999999,0.0,6-10,0.0,0%,0,1,1-2,1
CUST01333,2025-08-03,Tier 1,35-44,Organic,,Skin Care,Oily,Yes,2025-09-30,1,train,1,420.65,420.65,0.0,1,0.0,0%,0,1,1-2,1
CUST01334,2024-09-02,Tier 2,25-34,Google Search,,Skin Care,Oily,No,2025-09-30,1,test,4,2962.17,740.5425,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01335,2025-01-16,Tier 1,25-34,Organic,Platinum,Skin Care,Dry,Yes,2025-09-30,0,train,8,6755.67,844.45875,1.0,6-10,0.0,0%,1,1,1-2,1
CUST01336,2025-06-27,Tier 2,25-34,Marketplace,Gold,Skin Care,,No,2025-09-30,1,train,2,910.6700000000001,455.33500000000004,0.0,2,0.0,0%,0,1,1-2,1
CUST01337,2025-07-05,Tier 2,45+,Google Search,,Baby Care,Oily,Yes,2025-09-30,0,train,2,1695.5300000000002,847.7650000000001,0.0,2,0.0,0%,0,1,1-2,1
CUST01338,2025-09-15,Tier 3,25-34,Organic,,Skin Care,,No,2025-09-30,1,train,1,232.88,232.88,1.0,1,1.0,>50%,1,1,1-2,1
CUST01339,2025-02-08,Tier 2,25-34,Instagram,Gold,Hair Care,Combination,Yes,2025-09-30,1,train,1,450.33,450.33,1.0,1,0.0,0%,1,1,1-2,1
CUST01340,2025-07-02,Tier 2,35-44,Google Search,,Wellness,,No,2025-09-30,1,train,1,624.33,624.33,0.0,1,0.0,0%,0,1,1-2,1
CUST01341,2025-08-17,Tier 2,18-24,Google Search,,Skin Care,Combination,Yes,2025-09-30,1,train,1,395.13,395.13,0.0,1,0.0,0%,0,1,1-2,1
CUST01342,2025-03-15,Tier 2,18-24,Influencer,,Skin Care,,No,2025-09-30,1,test,3,2125.98,708.66,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01343,2024-06-14,Tier 1,45+,Instagram,,Wellness,Sensitive,No,2025-09-30,0,validation,8,4969.94,621.2425,1.0,6-10,0.0,0%,1,1,1-2,1
CUST01344,2024-06-08,Tier 3,35-44,Instagram,,Makeup,Sensitive,No,2025-09-30,1,test,1,1054.04,1054.04,0.0,1,0.0,0%,0,1,1-2,1
CUST01345,2025-07-01,Tier 1,25-34,Marketplace,,Skin Care,Oily,Yes,2025-09-30,0,train,3,4114.54,1371.5133333333333,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01346,2024-01-19,Tier 2,45+,Influencer,Silver,Wellness,Dry,Yes,2025-09-30,0,validation,11,7141.32,649.210909090909,2.0,11+,0.0,0%,2,1,1-2,1
CUST01347,2025-05-05,Tier 2,45+,Google Search,,Hair Care,Combination,Yes,2025-09-30,1,test,1,316.63,316.63,0.0,1,0.0,0%,0,1,1-2,1
CUST01348,2024-07-13,Tier 2,25-34,Marketplace,Silver,Wellness,,Yes,2025-09-30,1,train,4,2160.61,540.1525,1.0,3-5,0.25,11-25%,1,1,1-2,1
CUST01349,2025-04-13,Tier 2,25-34,Instagram,,Hair Care,Oily,Yes,2025-09-30,0,train,5,4006.6400000000003,801.3280000000001,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01350,2024-12-12,Tier 3,25-34,Influencer,Gold,Skin Care,Oily,Yes,2025-09-30,1,train,2,1242.73,621.365,1.0,2,0.0,0%,1,1,1-2,1
CUST01351,2025-05-21,Tier 2,25-34,Organic,,Fragrance,,Yes,2025-09-30,1,train,1,542.87,542.87,1.0,1,1.0,>50%,1,1,1-2,1
CUST01352,2024-04-19,Tier 1,18-24,Influencer,,Skin Care,Combination,No,2025-09-30,1,train,7,5877.57,839.6528571428571,2.0,6-10,0.14285714285714285,11-25%,2,1,1-2,1
CUST01353,2025-06-27,Tier 2,25-34,Marketplace,,Skin Care,Sensitive,Yes,2025-09-30,0,train,2,875.0699999999999,437.53499999999997,1.0,2,0.0,0%,1,1,1-2,1
CUST01354,2025-09-09,Tier 1,25-34,Instagram,Platinum,Makeup,Sensitive,No,2025-09-30,0,train,3,1670.79,556.93,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01355,2024-08-25,Tier 1,18-24,Organic,Silver,Wellness,Oily,No,2025-09-30,0,validation,4,3034.98,758.745,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01356,2024-10-31,Tier 2,45+,Instagram,,Wellness,Sensitive,No,2025-09-30,1,train,2,1149.21,574.605,1.0,2,0.0,0%,1,1,1-2,1
CUST01357,2024-02-23,Tier 1,18-24,Influencer,,Fragrance,Oily,Yes,2025-09-30,1,test,6,4681.22,780.2033333333334,0.0,6-10,0.0,0%,0,1,1-2,1
CUST01358,2025-08-28,Tier 3,45+,Google Search,,Skin Care,Normal,Yes,2025-09-30,0,train,3,2267.79,755.93,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01359,2024-05-09,Tier 3,18-24,Organic,,Wellness,Oily,Yes,2025-09-30,1,train,5,3628.17,725.634,3.0,3-5,0.0,0%,3-4,1,1-2,1
CUST01360,2024-07-11,Tier 1,25-34,Referral,Silver,Hair Care,Normal,Yes,2025-09-30,1,train,8,12310.69,1538.83625,2.0,6-10,0.0,0%,2,1,1-2,1
CUST01361,2025-08-15,Tier 1,25-34,Organic,,Hair Care,,Yes,2025-09-30,0,train,2,1394.67,697.335,0.0,2,0.0,0%,0,1,1-2,1
CUST01362,2024-09-16,Tier 2,35-44,Organic,Silver,Wellness,Dry,Yes,2025-09-30,1,validation,4,2803.19,700.7975,2.0,3-5,0.0,0%,2,1,1-2,1
CUST01363,2024-03-14,Tier 1,35-44,Instagram,Gold,Baby Care,,Yes,2025-09-30,0,train,5,3348.52,669.704,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01364,2024-12-15,Tier 1,18-24,Marketplace,Silver,Fragrance,Sensitive,No,2025-09-30,1,train,1,1261.0,1261.0,0.0,1,0.0,0%,0,1,1-2,1
CUST01365,2024-07-25,Tier 1,35-44,Google Search,,Makeup,,Yes,2025-09-30,1,train,2,749.98,374.99,0.0,2,0.0,0%,0,1,1-2,1
CUST01366,2024-01-04,Tier 1,25-34,Organic,Gold,Makeup,Normal,Yes,2025-09-30,1,train,6,3862.08,643.68,1.0,6-10,0.0,0%,1,1,1-2,1
CUST01367,2024-10-13,Tier 2,18-24,Referral,Silver,Skin Care,Combination,Yes,2025-09-30,1,train,1,363.62,363.62,1.0,1,0.0,0%,1,1,1-2,1
CUST01368,2024-10-09,Tier 3,35-44,Google Search,,Hair Care,Dry,Yes,2025-09-30,1,validation,1,498.64,498.64,0.0,1,0.0,0%,0,1,1-2,1
CUST01369,2025-07-18,Tier 3,25-34,Instagram,Silver,Baby Care,,Yes,2025-09-30,0,train,3,1987.3700000000001,662.4566666666667,1.0,3-5,0.3333333333333333,26-50%,1,1,1-2,1
CUST01370,2025-02-17,Tier 2,18-24,Organic,,Skin Care,Dry,No,2025-09-30,0,test,4,4175.42,1043.855,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01371,2025-06-26,Tier 2,45+,Influencer,,Wellness,Sensitive,No,2025-09-30,0,train,4,5626.71,1406.6775,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01372,2025-05-07,Tier 1,18-24,Google Search,Silver,Skin Care,Sensitive,Yes,2025-09-30,1,test,1,366.8,366.8,1.0,1,1.0,>50%,1,1,1-2,1
CUST01373,2025-08-01,Tier 1,25-34,Referral,,Skin Care,Oily,No,2025-09-30,1,train,1,291.54,291.54,0.0,1,0.0,0%,0,1,1-2,1
CUST01374,2025-05-19,Tier 3,25-34,Instagram,,Baby Care,Dry,Yes,2025-09-30,1,test,1,282.0,282.0,0.0,1,0.0,0%,0,1,1-2,1
CUST01375,2024-03-15,Tier 3,18-24,Referral,Silver,Skin Care,Dry,Yes,2025-09-30,0,train,5,2961.63,592.326,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01376,2025-02-22,Tier 1,18-24,Marketplace,,Skin Care,Sensitive,No,2025-09-30,0,test,2,1173.88,586.94,0.0,2,0.0,0%,0,1,1-2,1
CUST01377,2025-09-04,Tier 2,25-34,Organic,,Makeup,Normal,Yes,2025-09-30,0,train,2,1222.72,611.36,1.0,2,0.0,0%,1,1,1-2,1
CUST01378,2025-05-16,Tier 1,35-44,Google Search,,Skin Care,Normal,Yes,2025-09-30,1,train,1,348.74,348.74,0.0,1,0.0,0%,0,1,1-2,1
CUST01379,2024-12-31,Tier 2,35-44,Instagram,Silver,Wellness,Normal,Yes,2025-09-30,1,train,1,2392.34,2392.34,0.0,1,0.0,0%,0,1,1-2,1
CUST01380,2024-02-16,Tier 1,35-44,Instagram,,Hair Care,,Yes,2025-09-30,0,validation,8,4291.17,536.39625,1.0,6-10,0.0,0%,1,1,1-2,1
CUST01381,2024-07-28,Tier 2,25-34,Organic,Gold,Hair Care,,Yes,2025-09-30,0,train,9,6070.99,674.5544444444445,0.0,6-10,0.0,0%,0,1,1-2,1
CUST01382,2025-01-18,Tier 1,18-24,Organic,,Skin Care,Dry,Yes,2025-09-30,1,train,3,1589.74,529.9133333333333,1.0,3-5,0.3333333333333333,26-50%,1,1,1-2,1
CUST01383,2024-06-19,Tier 2,25-34,Referral,Silver,Wellness,Normal,No,2025-09-30,0,test,5,2934.6099999999997,586.9219999999999,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01384,2024-06-10,Tier 2,35-44,Marketplace,,Hair Care,Dry,Yes,2025-09-30,1,validation,6,7520.42,1253.4033333333334,2.0,6-10,0.16666666666666666,11-25%,2,1,1-2,1
CUST01385,2024-08-07,Tier 3,45+,Organic,,Skin Care,Normal,Yes,2025-09-30,0,test,6,3144.83,524.1383333333333,1.0,6-10,0.16666666666666666,11-25%,1,1,1-2,1
CUST01386,2024-05-09,Tier 1,45+,Marketplace,Gold,Skin Care,Combination,Yes,2025-09-30,0,train,7,7871.0,1124.4285714285713,4.0,6-10,0.14285714285714285,11-25%,3-4,1,1-2,1
CUST01387,2024-02-24,Tier 2,25-34,Instagram,,Wellness,Normal,No,2025-09-30,1,test,7,6963.04,994.72,0.0,6-10,0.0,0%,0,1,1-2,1
CUST01388,2024-03-26,Tier 2,25-34,Google Search,,Skin Care,Dry,Yes,2025-09-30,1,train,2,3498.38,1749.19,0.0,2,0.0,0%,0,1,1-2,1
CUST01389,2024-08-13,Tier 1,35-44,Instagram,,Hair Care,,Yes,2025-09-30,0,train,5,3418.09,683.618,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01390,2024-10-09,Tier 1,45+,Instagram,,Skin Care,,Yes,2025-09-30,0,train,5,4335.11,867.0219999999999,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01391,2024-06-17,Tier 3,35-44,Marketplace,,Skin Care,Oily,Yes,2025-09-30,0,train,4,4170.52,1042.63,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01392,2025-09-11,Tier 1,18-24,Google Search,,Skin Care,Normal,Yes,2025-09-30,0,test,2,2074.31,1037.155,0.0,2,0.0,0%,0,1,1-2,1
CUST01393,2024-05-31,Tier 2,25-34,Referral,,Wellness,Oily,Yes,2025-09-30,1,validation,4,2203.42,550.855,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01394,2024-02-13,Tier 2,25-34,Referral,,Skin Care,Oily,Yes,2025-09-30,0,test,6,6809.219999999999,1134.87,0.0,6-10,0.0,0%,0,1,1-2,1
CUST01395,2024-12-15,Tier 2,18-24,Google Search,,Hair Care,Oily,Yes,2025-09-30,0,train,7,6725.89,960.8414285714287,0.0,6-10,0.0,0%,0,1,1-2,1
CUST01396,2024-11-25,Tier 1,25-34,Google Search,,Baby Care,,Yes,2025-09-30,1,test,1,826.44,826.44,1.0,1,0.0,0%,1,1,1-2,1
CUST01397,2024-07-31,Tier 2,25-34,Marketplace,,Hair Care,Oily,No,2025-09-30,0,test,8,6615.66,826.9575,1.0,6-10,0.0,0%,1,1,1-2,1
CUST01398,2025-06-22,Tier 1,18-24,Google Search,,Skin Care,Combination,Yes,2025-09-30,1,train,1,1672.19,1672.19,1.0,1,1.0,>50%,1,1,1-2,1
CUST01399,2024-01-06,Tier 2,25-34,Influencer,Silver,Baby Care,Combination,Yes,2025-09-30,0,validation,9,4800.65,533.4055555555556,2.0,6-10,0.1111111111111111,11-25%,2,1,1-2,1
CUST01400,2024-07-11,Tier 1,25-34,Google Search,,Skin Care,,Yes,2025-09-30,1,train,2,863.9,431.95,0.0,2,0.0,0%,0,1,1-2,1
CUST01401,2024-11-10,Tier 1,25-34,Google Search,,Makeup,Sensitive,No,2025-09-30,0,train,3,3231.27,1077.09,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01402,2024-09-14,Tier 3,18-24,Organic,,Wellness,Combination,Yes,2025-09-30,1,train,2,1474.48,737.24,1.0,2,0.0,0%,1,1,1-2,1
CUST01403,2024-02-13,Tier 3,18-24,Marketplace,,Baby Care,Dry,Yes,2025-09-30,1,train,4,2287.41,571.8525,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01404,2024-03-27,Tier 1,25-34,Organic,Gold,Hair Care,Normal,Yes,2025-09-30,1,validation,9,6788.52,754.2800000000001,2.0,6-10,0.1111111111111111,11-25%,2,1,1-2,1
CUST01405,2025-01-12,Tier 2,25-34,Referral,Gold,Skin Care,,No,2025-09-30,0,test,4,2894.68,723.67,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01406,2024-12-14,Tier 2,18-24,Instagram,Gold,Skin Care,Dry,Yes,2025-09-30,1,train,5,5888.31,1177.662,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01407,2024-09-20,Tier 3,25-34,Instagram,Silver,Fragrance,Oily,Yes,2025-09-30,1,test,3,1992.79,664.2633333333333,2.0,3-5,0.0,0%,2,1,1-2,1
CUST01408,2024-05-06,Tier 2,25-34,Instagram,Silver,Baby Care,Dry,Yes,2025-09-30,1,train,2,792.08,396.04,0.0,2,0.0,0%,0,1,1-2,1
CUST01409,2024-02-10,Tier 3,35-44,Marketplace,Gold,Wellness,Normal,No,2025-09-30,0,train,6,3485.92,580.9866666666667,2.0,6-10,0.16666666666666666,11-25%,2,1,1-2,1
CUST01410,2024-04-07,Tier 2,25-34,Google Search,,Fragrance,Oily,Yes,2025-09-30,0,validation,9,6311.650000000001,701.2944444444445,1.0,6-10,0.0,0%,1,1,1-2,1
CUST01411,2024-01-31,Tier 1,25-34,Google Search,,Fragrance,Normal,No,2025-09-30,0,test,7,4800.9400000000005,685.8485714285715,2.0,6-10,0.0,0%,2,1,1-2,1
CUST01412,2025-05-24,Tier 1,25-34,Influencer,,Makeup,Combination,No,2025-09-30,1,train,1,348.68,348.68,0.0,1,0.0,0%,0,1,1-2,1
CUST01413,2024-12-20,Tier 1,18-24,Google Search,,Skin Care,Normal,Yes,2025-09-30,1,validation,1,623.43,623.43,0.0,1,0.0,0%,0,1,1-2,1
CUST01414,2024-08-24,Tier 2,25-34,Organic,Silver,Makeup,Combination,Yes,2025-09-30,0,train,5,3205.99,641.198,2.0,3-5,0.0,0%,2,1,1-2,1
CUST01415,2025-09-08,Tier 1,25-34,Referral,,Hair Care,Oily,Yes,2025-09-30,0,validation,2,1153.7,576.85,0.0,2,0.0,0%,0,1,1-2,1
CUST01416,2024-05-13,Tier 1,25-34,Marketplace,Gold,Baby Care,Sensitive,Yes,2025-09-30,0,train,7,4723.1900000000005,674.7414285714286,5.0,6-10,0.42857142857142855,26-50%,5+,1,1-2,1
CUST01417,2024-02-17,Tier 1,25-34,Marketplace,,Fragrance,Oily,No,2025-09-30,1,train,7,3650.18,521.4542857142857,2.0,6-10,0.0,0%,2,1,1-2,1
CUST01418,2025-01-04,Tier 3,25-34,Instagram,Gold,Skin Care,Dry,Yes,2025-09-30,1,train,2,1190.06,595.03,0.0,2,0.0,0%,0,1,1-2,1
CUST01419,2024-06-28,Tier 1,35-44,Google Search,,Hair Care,Normal,Yes,2025-09-30,0,test,4,2614.52,653.63,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01420,2025-03-10,Tier 2,35-44,Instagram,,Baby Care,Sensitive,Yes,2025-09-30,0,train,5,4651.29,930.258,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01421,2025-07-21,Tier 2,18-24,Referral,,Skin Care,Combination,No,2025-09-30,1,train,1,1155.37,1155.37,1.0,1,1.0,>50%,1,1,1-2,1
CUST01422,2025-02-21,Tier 1,18-24,Google Search,Silver,Skin Care,,Yes,2025-09-30,0,test,5,2562.66,512.5319999999999,1.0,3-5,0.2,11-25%,1,1,1-2,1
CUST01423,2025-06-03,Tier 2,25-34,Marketplace,Silver,Skin Care,Dry,No,2025-09-30,0,validation,4,2782.71,695.6775,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01424,2024-06-18,Tier 2,25-34,Referral,Gold,Hair Care,Normal,Yes,2025-09-30,0,validation,2,3009.8599999999997,1504.9299999999998,0.0,2,0.0,0%,0,1,1-2,1
CUST01425,2025-07-19,Tier 2,25-34,Marketplace,Silver,Makeup,Combination,Yes,2025-09-30,1,validation,1,1148.76,1148.76,0.0,1,0.0,0%,0,1,1-2,1
CUST01426,2025-08-16,Tier 3,25-34,Google Search,,Skin Care,Oily,No,2025-09-30,0,train,3,2149.37,716.4566666666666,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01427,2024-07-18,Tier 3,45+,Instagram,Gold,Fragrance,Dry,Yes,2025-09-30,0,validation,8,5054.69,631.83625,4.0,6-10,0.125,11-25%,3-4,1,1-2,1
CUST01428,2025-07-27,Tier 1,45+,Marketplace,,Baby Care,Dry,Yes,2025-09-30,0,train,3,1588.9099999999999,529.6366666666667,1.0,3-5,0.3333333333333333,26-50%,1,1,1-2,1
CUST01429,2024-02-01,Tier 1,25-34,Instagram,,Wellness,Dry,Yes,2025-09-30,0,train,8,5236.96,654.62,3.0,6-10,0.125,11-25%,3-4,1,1-2,1
CUST01430,2025-01-05,Tier 3,25-34,Referral,Silver,Baby Care,Oily,No,2025-09-30,0,train,4,2702.2,675.55,3.0,3-5,0.25,11-25%,3-4,1,1-2,1
CUST01431,2025-02-21,Tier 1,35-44,Instagram,Silver,Baby Care,Sensitive,Yes,2025-09-30,1,train,2,2482.59,1241.295,1.0,2,0.5,26-50%,1,1,1-2,1
CUST01432,2025-01-02,Tier 1,25-34,Marketplace,,Baby Care,Normal,Yes,2025-09-30,1,test,3,1075.54,358.5133333333333,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01433,2024-01-16,Tier 3,25-34,Instagram,Gold,Fragrance,Dry,No,2025-09-30,1,train,4,2386.67,596.6675,1.0,3-5,0.25,11-25%,1,1,1-2,1
CUST01434,2024-05-03,Tier 1,25-34,Google Search,,Skin Care,Sensitive,No,2025-09-30,0,test,7,3210.12,458.5885714285714,2.0,6-10,0.14285714285714285,11-25%,2,1,1-2,1
CUST01435,2024-06-17,Tier 1,25-34,Instagram,Gold,Hair Care,Combination,No,2025-09-30,1,train,1,2210.82,2210.82,0.0,1,0.0,0%,0,1,1-2,1
CUST01436,2025-01-31,Tier 1,25-34,Marketplace,Silver,Hair Care,Oily,Yes,2025-09-30,0,train,3,2890.83,963.61,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01437,2024-10-12,Tier 2,18-24,Instagram,Silver,Skin Care,Combination,No,2025-09-30,1,train,5,4720.65,944.1299999999999,3.0,3-5,0.2,11-25%,3-4,1,1-2,1
CUST01438,2025-03-29,Tier 2,25-34,Instagram,,Baby Care,Sensitive,Yes,2025-09-30,1,train,2,2087.95,1043.975,0.0,2,0.0,0%,0,1,1-2,1
CUST01439,2024-06-15,Tier 3,18-24,Organic,Silver,Makeup,Combination,Yes,2025-09-30,0,train,9,9011.16,1001.24,2.0,6-10,0.0,0%,2,1,1-2,1
CUST01440,2024-04-04,Tier 2,35-44,Marketplace,,Hair Care,Oily,No,2025-09-30,0,train,7,8208.3,1172.6142857142856,3.0,6-10,0.2857142857142857,26-50%,3-4,1,1-2,1
CUST01441,2024-09-26,Tier 3,18-24,Marketplace,,Wellness,Dry,Yes,2025-09-30,1,train,1,472.82,472.82,0.0,1,0.0,0%,0,1,1-2,1
CUST01442,2024-11-17,Tier 3,25-34,Instagram,Gold,Hair Care,Combination,Yes,2025-09-30,0,test,5,3845.98,769.196,3.0,3-5,0.2,11-25%,3-4,1,1-2,1
CUST01443,2024-06-17,Tier 1,35-44,Instagram,,Skin Care,Combination,Yes,2025-09-30,0,validation,7,6202.36,886.0514285714286,0.0,6-10,0.0,0%,0,1,1-2,1
CUST01444,2025-05-22,Tier 3,25-34,Google Search,,Hair Care,,Yes,2025-09-30,1,train,2,1096.85,548.425,0.0,2,0.0,0%,0,1,1-2,1
CUST01445,2024-06-21,Tier 1,35-44,Instagram,,Hair Care,Oily,Yes,2025-09-30,1,train,10,6651.53,665.153,1.0,6-10,0.1,1-10%,1,1,1-2,1
CUST01446,2024-09-13,Tier 1,35-44,Referral,Gold,Wellness,,No,2025-09-30,1,train,3,2796.4,932.1333333333333,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01447,2024-01-15,Tier 2,35-44,Organic,Gold,Baby Care,Dry,Yes,2025-09-30,0,train,6,3532.04,588.6733333333333,0.0,6-10,0.16666666666666666,11-25%,0,1,1-2,1
CUST01448,2024-06-24,Tier 1,25-34,Organic,Silver,Makeup,Combination,Yes,2025-09-30,1,train,2,1268.95,634.475,1.0,2,0.5,26-50%,1,1,1-2,1
CUST01449,2025-07-06,Tier 1,25-34,Referral,,Wellness,Combination,Yes,2025-09-30,0,validation,3,1448.54,482.84666666666664,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01450,2024-01-24,Tier 2,25-34,Referral,Silver,Hair Care,Oily,Yes,2025-09-30,1,train,6,3188.3,531.3833333333333,1.0,6-10,0.16666666666666666,11-25%,1,1,1-2,1
CUST01451,2024-08-29,Tier 2,45+,Organic,Gold,Skin Care,Oily,Yes,2025-09-30,0,validation,3,2778.46,926.1533333333333,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01452,2024-08-17,Tier 1,25-34,Instagram,Platinum,Makeup,,Yes,2025-09-30,1,test,4,5779.52,1444.88,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01453,2024-04-17,Tier 1,35-44,Instagram,,Baby Care,Dry,Yes,2025-09-30,1,train,4,4084.96,1021.24,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01454,2025-04-12,Tier 3,35-44,Referral,,Makeup,Dry,Yes,2025-09-30,0,test,5,2872.15,574.4300000000001,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01455,2024-01-17,Tier 1,45+,Influencer,Gold,Makeup,Normal,Yes,2025-09-30,1,train,3,1376.1200000000001,458.7066666666667,1.0,3-5,0.0,0%,1,1,1-2,1
CUST01456,2025-09-04,Tier 1,35-44,Influencer,Silver,Skin Care,Normal,Yes,2025-09-30,0,train,2,1988.42,994.21,1.0,2,0.0,0%,1,1,1-2,1
CUST01457,2024-03-27,Tier 2,25-34,Referral,,Fragrance,Oily,Yes,2025-09-30,1,validation,4,4798.75,1199.6875,0.0,3-5,0.0,0%,0,1,1-2,1
CUST01458,2025-07-11,Tier 1,25-34,Instagram,Silver,Baby Care,Oily,No,2025-09-30,1,train,1,1462.88,1462.88,0.0,1,0.0,0%,0,1,1-2,1
CUST01459,2024-03-06,Tier 2,35-44,Referral,Silver,Hair Care,Normal,Yes,2025-09-30,0,train,7,5578.12,796.8742857142857,0.0,6-10,0.0,0%,0,1,1-2,1
